anomalies_in_C,anomaly_rate,backbone,conformal_auc,contamination_frac,dataset,degree_bin,flagged@0.05,fpr@0.05,method,n_cal,n_normals,n_test,raw_auc_all,runtime_s,seed,study,tpr@0.05
15,,,0.7375239540083041,0.02,citeseer,,0.03933253873659118,0.03217821782178218,,359,,839,,,3,contamination,
17,,,0.7357033117104814,0.05,citeseer,,0.038231780167264036,0.03217821782178218,,361,,837,,,3,contamination,
35,,,0.6761926192619262,0.1,citeseer,,0.03296703296703297,0.03094059405940594,,379,,819,,,3,contamination,
46,,,0.5,0.15,citeseer,,0.03094059405940594,0.03094059405940594,,390,,808,,,3,contamination,
46,,,0.5,0.2,citeseer,,0.03094059405940594,0.03094059405940594,,390,,808,,,3,contamination,
46,,,0.5,0.25,citeseer,,0.03094059405940594,0.03094059405940594,,390,,808,,,3,contamination,
46,,,0.5,0.3,citeseer,,0.03094059405940594,0.03094059405940594,,390,,808,,,3,contamination,
21,,,0.7337140175219025,0.0,citeseer,,0.041716328963051254,0.03754693366708386,,359,,839,,,4,contamination,
21,,,0.7337140175219025,0.02,citeseer,,0.041716328963051254,0.03754693366708386,,359,,839,,,4,contamination,
21,,,0.7337140175219025,0.05,citeseer,,0.041716328963051254,0.03754693366708386,,359,,839,,,4,contamination,
35,,,0.6645085202657168,0.1,citeseer,,0.027878787878787878,0.026282853566958697,,373,,825,,,4,contamination,
53,,,0.8397997496871089,0.15,citeseer,,0.024783147459727387,0.025031289111389236,,391,,807,,,4,contamination,
61,,,0.5,0.2,citeseer,,0.026282853566958697,0.026282853566958697,,399,,799,,,4,contamination,
61,,,0.5,0.25,citeseer,,0.026282853566958697,0.026282853566958697,,399,,799,,,4,contamination,
61,,,0.5,0.3,citeseer,,0.026282853566958697,0.026282853566958697,,399,,799,,,4,contamination,
96,,,0.7634353821907014,0.0,pubmed,,0.04949698189134809,0.044893617021276595,,2129,,4970,,,0,contamination,
96,,,0.7634353821907014,0.02,pubmed,,0.04949698189134809,0.044893617021276595,,2129,,4970,,,0,contamination,
106,,,0.766981178396072,0.05,pubmed,,0.04959677419354839,0.044893617021276595,,2139,,4960,,,0,contamination,
212,,,0.7395910472506217,0.1,pubmed,,0.03955500618046971,0.03872340425531915,,2245,,4854,,,0,contamination,
319,,,0.7526392032593934,0.15,pubmed,,0.03939330103223088,0.03872340425531915,,2352,,4747,,,0,contamination,
366,,,0.5,0.2,pubmed,,0.03787234042553191,0.03787234042553191,,2399,,4700,,,0,contamination,
366,,,0.5,0.25,pubmed,,0.03787234042553191,0.03787234042553191,,2399,,4700,,,0,contamination,
366,,,0.5,0.3,pubmed,,0.03787234042553191,0.03787234042553191,,2399,,4700,,,0,contamination,
115,,,0.7642029524275644,0.0,pubmed,,0.04889336016096579,0.04267906190576801,,2129,,4970,,,1,contamination,
115,,,0.7642029524275644,0.02,pubmed,,0.04889336016096579,0.04267906190576801,,2129,,4970,,,1,contamination,
115,,,0.7642029524275644,0.05,pubmed,,0.04889336016096579,0.04267906190576801,,2129,,4970,,,1,contamination,
212,,,0.7644985059310011,0.1,pubmed,,0.04206854093987277,0.038242129727445597,,2226,,4873,,,1,contamination,
319,,,0.7827855994980439,0.15,pubmed,,0.03587914393621486,0.03443904500316924,,2333,,4766,,,1,contamination,
352,,,0.5,0.2,pubmed,,0.03253750264103106,0.03253750264103106,,2366,,4733,,,1,contamination,
352,,,0.5,0.25,pubmed,,0.03253750264103106,0.03253750264103106,,2366,,4733,,,1,contamination,
352,,,0.5,0.3,pubmed,,0.03253750264103106,0.03253750264103106,,2366,,4733,,,1,contamination,
107,,,0.7130302969542638,0.0,pubmed,,0.04768611670020121,0.04017003188097768,,2129,,4970,,,2,contamination,
107,,,0.7130302969542638,0.02,pubmed,,0.04768611670020121,0.04017003188097768,,2129,,4970,,,2,contamination,
107,,,0.7130302969542638,0.05,pubmed,,0.04768611670020121,0.04017003188097768,,2129,,4970,,,2,contamination,
212,,,0.7017454835281616,0.1,pubmed,,0.04028776978417266,0.0359192348565356,,2234,,4865,,,2,contamination,
319,,,0.6991718966174082,0.15,pubmed,,0.030474989491382935,0.029968119022316685,,2341,,4758,,,2,contamination,
372,,,0.5,0.2,pubmed,,0.028905419766206163,0.028905419766206163,,2394,,4705,,,2,contamination,
372,,,0.5,0.25,pubmed,,0.028905419766206163,0.028905419766206163,,2394,,4705,,,2,contamination,
372,,,0.5,0.3,pubmed,,0.028905419766206163,0.028905419766206163,,2394,,4705,,,2,contamination,
116,,,0.7428278508229842,0.0,pubmed,,0.0454728370221328,0.03815984736061056,,2129,,4970,,,3,contamination,
116,,,0.7428278508229842,0.02,pubmed,,0.0454728370221328,0.03815984736061056,,2129,,4970,,,3,contamination,
116,,,0.7428278508229842,0.05,pubmed,,0.0454728370221328,0.03815984736061056,,2129,,4970,,,3,contamination,
212,,,0.7397197290191732,0.1,pubmed,,0.03610997127615921,0.031587873648505405,,2225,,4874,,,3,contamination,
319,,,0.8231015475938096,0.15,pubmed,,0.031256555485630375,0.029255882976468094,,2332,,4767,,,3,contamination,
369,,,0.5,0.2,pubmed,,0.02798388806444774,0.02798388806444774,,2382,,4717,,,3,contamination,
369,,,0.5,0.25,pubmed,,0.02798388806444774,0.02798388806444774,,2382,,4717,,,3,contamination,
369,,,0.5,0.3,pubmed,,0.02798388806444774,0.02798388806444774,,2382,,4717,,,3,contamination,
111,,,0.678019223410534,0.0,pubmed,,0.04104627766599597,0.03419711129991504,,2129,,4970,,,4,contamination,
111,,,0.678019223410534,0.02,pubmed,,0.04104627766599597,0.03419711129991504,,2129,,4970,,,4,contamination,
111,,,0.678019223410534,0.05,pubmed,,0.04104627766599597,0.03419711129991504,,2129,,4970,,,4,contamination,
212,,,0.6709875354227244,0.1,pubmed,,0.038817005545286505,0.033559898045879354,,2230,,4869,,,4,contamination,
319,,,0.6307781868529533,0.15,pubmed,,0.028349433011339773,0.02740016992353441,,2337,,4762,,,4,contamination,
373,,,0.5,0.2,pubmed,,0.026762956669498725,0.026762956669498725,,2391,,4708,,,4,contamination,
373,,,0.5,0.25,pubmed,,0.026762956669498725,0.026762956669498725,,2391,,4708,,,4,contamination,
373,,,0.5,0.3,pubmed,,0.026762956669498725,0.026762956669498725,,2391,,4708,,,4,contamination,
,0.06646971935007386,cola,0.4677009445055571,,organic_cora,,0.054093567251461985,0.05754276827371695,,,,,0.4951542721518988,1.7367622000165284,0,organic,0.0
,0.06646971935007386,dominant_style,0.42191708075712175,,organic_cora,,0.039473684210526314,0.04043545878693624,,,,,0.4711805555555555,10.351583199982997,0,organic,0.024390243902439025
,0.06646971935007386,attr_deviation,0.4706027386867959,,organic_cora,,0.05847953216374269,0.060653188180404355,,,,,0.47259581575246135,0.05552489997353405,0,organic,0.024390243902439025
,0.06646971935007386,degree,0.5571634487729014,,organic_cora,,0.04678362573099415,0.04821150855365474,,,,,0.5069444444444444,0.0001406000228598714,0,organic,0.024390243902439025
,0.06646971935007386,cola,0.45568053993250845,,organic_cora,,0.06725146198830409,0.06771653543307087,,,,,0.5234331047819971,1.7843405000166968,1,organic,0.061224489795918366
,0.06646971935007386,dominant_style,0.47612084203760235,,organic_cora,,0.04824561403508772,0.047244094488188976,,,,,0.4754285337552743,11.767238100001123,1,organic,0.061224489795918366
,0.06646971935007386,attr_deviation,0.5429696287964004,,organic_cora,,0.04532163742690058,0.04566929133858268,,,,,0.4725936181434599,0.055332800024189055,1,organic,0.04081632653061224
,0.06646971935007386,degree,0.5571267877229632,,organic_cora,,0.03070175438596491,0.029921259842519685,,,,,0.5085926511954993,0.00013339996803551912,1,organic,0.04081632653061224
,0.06646971935007386,cola,0.5006675567423231,,organic_cora,,0.038011695906432746,0.03894080996884735,,,,,0.4778107419127988,1.723108600010164,2,organic,0.023809523809523808
,0.06646971935007386,dominant_style,0.4663811007268951,,organic_cora,,0.07456140350877193,0.0778816199376947,,,,,0.46031118143459915,11.050605099997483,2,organic,0.023809523809523808
,0.06646971935007386,attr_deviation,0.41627725856697817,,organic_cora,,0.06578947368421052,0.06697819314641744,,,,,0.47261339662447255,0.056028799968771636,2,organic,0.047619047619047616
,0.06646971935007386,degree,0.43506156356623643,,organic_cora,,0.033625730994152045,0.03582554517133956,,,,,0.5146448663853728,0.00013960001524537802,2,organic,0.0
,0.06646971935007386,cola,0.5815740984469597,,organic_cora,,0.04532163742690058,0.042748091603053436,,,,,0.5159370604781996,1.7758974999887869,3,organic,0.10344827586206896
,0.06646971935007386,dominant_style,0.4648591734667018,,organic_cora,,0.07163742690058479,0.07480916030534351,,,,,0.4640954641350211,9.351927699986845,3,organic,0.0
,0.06646971935007386,attr_deviation,0.39494603843116605,,organic_cora,,0.06578947368421052,0.06870229007633588,,,,,0.47258922292545713,0.057693000009749085,3,organic,0.0
,0.06646971935007386,degree,0.45872598052118985,,organic_cora,,0.039473684210526314,0.04122137404580153,,,,,0.5132208157524614,0.0001507000415585935,3,organic,0.0
,0.06646971935007386,cola,0.5246388762511374,,organic_cora,,0.04532163742690058,0.04777070063694268,,,,,0.48090497538677923,1.8005548000219278,4,organic,0.017857142857142856
,0.06646971935007386,dominant_style,0.47032813921747046,,organic_cora,,0.04824561403508772,0.050955414012738856,,,,,0.46075729606188465,10.263686200021766,4,organic,0.017857142857142856
,0.06646971935007386,attr_deviation,0.47669756596906276,,organic_cora,,0.05116959064327485,0.052547770700636945,,,,,0.47259142053445846,0.09297519997926429,4,organic,0.03571428571428571
,0.06646971935007386,degree,0.5239706551410374,,organic_cora,,0.04093567251461988,0.042993630573248405,,,,,0.5165304149085794,0.0002416000352241099,4,organic,0.017857142857142856
